nome,autor,editora,resumo,isbn,categoria,numero_paginas,exemplar,capa
"Vermelho, branco e sangue azul",Casey McQuiston,Seguinte,"Quando sua mãe foi eleita presidenta dos Estados Unidos, Alex Claremont-Diaz se tornou o novo queridinho da mídia norte-americana. Bonito, carismático e com personalidade forte, Alex tem tudo para seguir os passos de seus pais e conquistar uma carreira na política, como tanto deseja. Mas logo Alex tem que encarar o seu primeiro desafio diplomático: lidar com Henry, o príncipe mais adorado do mundo, com quem ele é constantemente comparado — e que ele não suporta. O encontro entre os dois sai pior do que o esperado, para evitar um desastre diplomático, eles passam um fim de semana fingindo ser melhores amigos e não demora para que essa relação evolua para algo que nenhum dos dois poderia imaginar — e que não tem nenhuma chance de dar certo. Ou tem?",978-85-55340-94-9,Infantojuvenil,392,978-85-55340-94-9,https://www.publishnews.com.br/estaticos/uploads/2021/01/dQRXU8ekQnwiWBPpr4oH38fMZJdFqgEeoEoblsuAtDUQwLc264taXxc7w9YoqkQj2Cna0A9qOgLxT8gf.jpg
Demon Slayer: Kimetsu No Yaiba - 1,Koyoharu Gotouge,Panini,"Estamos na Era Taishou. O dia-a-dia pacato de Tanjiro, um gentil garoto que vende carvão, se transforma radicalmente quando sua família é assassinada por um demônio. A única sobrevivente é Nezuko, sua irmã mais nova. Porém, agora, ela se transformou em um Oni. Diante dessa tragédia, os dois irmãos partem em uma jornada para derrotar o Oni que matou sua mãe e irmãozinhos. E assim tem início uma aventura sanguinolenta de espadachins!",978-85-42629-28-6,Ficção,192,978-85-42629-28-6,https://www.publishnews.com.br/estaticos/uploads/2020/10/TsirB5PnxoXvnh8M77ij1zSseVv3cOQdWZfOMN2tnIe45dBfYEYvfrrD33N2PAP0K01lWMTevKK6qLFL.jpg
A garota do lago,Charlie Donlea,Faro Editorial,"Summit Lake, uma pequena cidade entre montanhas, é esse tipo de lugar, bucólico e com encantadoras casas dispostas à beira de um longo trecho de água intocada. Duas semanas atrás, a estudante de direito Becca Eckersley foi brutalmente assassinada em uma dessas casas. Filha de um poderoso advogado, Becca estava no auge de sua vida. Atraída instintivamente pela notícia, a repórter Kelsey Castle vai até a cidade para investigar o caso. E enquanto descobre sobre as amizades de Becca, sua vida amorosa e os segredos que ela guardava, a repórter fica cada vez mais convencida de que a verdade sobre o que aconteceu com Becca pode ser a chave para superar as marcas sombrias de seu próprio passado.",978-85-62409-88-2,Ficção,296,978-85-62409-88-2,https://www.publishnews.com.br/estaticos/uploads/2019/04/o8HmV2jl1OLFJlkjT6qkTFADkYMEeZQ6gxYqaotYVj3B0QJ10S619PZtq6rs9pB9qvqs5Dv2yDwltjlJ.jpg
Torto arado,Itamar Vieira Junior,Todavia,"Nas profundezas do sertão baiano, as irmãs Bibiana e Belonísia encontram uma velha e misteriosa faca na mala guardada sob a cama da avó. Ocorre então um acidente. E para sempre suas vidas estarão ligadas — a ponto de uma precisar ser a voz da outra. Numa trama conduzida com maestria e com uma prosa melodiosa, o romance conta uma história de vida e morte, de combate e redenção.",978-65-80309-31-3,Ficção,264,978-65-80309-31-3,https://www.publishnews.com.br/estaticos/uploads/2020/12/mAfckVkdsHEvlztqX5ThJBoeY5EpIQ8yhfh9Vfk3amwg7OxAwHgHT7hSUDvgtIOWiRDU7QYJwcnKAplz.jpg
Mulheres que correm com os lobos (capa dura),Clarissa Pinkola Estes,Rocco,"Clássico dos estudos sobre o sagrado feminino e o feminismo, o livro Mulheres que correm com os lobos é o primeiro de uma série de longsellers da Rocco a ganhar edição com novo projeto gráfico e capa dura.",978-85-32529-78-7,Não ficção,576,978-85-32529-78-7,https://www.publishnews.com.br/estaticos/uploads/2018/12/nCxf8cyh2k3HhDeb2nFf52XRbR5AJ4WRr6FaZ4XIELrSr0kEGpwxoc2YCbdYRlLp1t7OvWBQiSXbrZnm.jpg
Mil beijos de garoto,Tillie Cole,Outro Planeta,"Um beijo dura um instante. Mas mil beijos podem durar uma vida inteira. Um garoto. Uma garota. Um vínculo que é definido num momento e se prolonga por uma década. Um vínculo que nem o tempo nem a distância podem romper. Um vínculo que vai durar para sempre. Ao menos era o que eles imaginavam. Quando, aos dezessete anos, Rune Kristiansen retorna da Noruega para o lugar onde passou a infância a cidade americana de Blossom Grove, na Geórgia , ele só tem uma coisa em mente: reencontrar Poppy Litchfield, a garota que era sua cara-metade e que tinha prometido esperar fielmente por seu retorno. E ele quer descobrir por que, nos dois anos em que esteve fora, ela o deletou de sua vida sem dar nenhuma explicação.",978-85-42209-82-2,Ficção,400,978-85-42209-82-2,https://www.publishnews.com.br/estaticos/uploads/2021/10/3ukRK6T6Gyq1bx6WGbkUDHbmvhTvtq1drPby5Wq7LuMxDzv5xXksH7cBrDMXiYujBWXgoU4gOzvr2jLk.jpg
Anos de chumbo e ouros contos,Chico Buarque,Companhia das Letras,"Uma jovem e seu tio. Um grande artista sabotado. Um desatino familiar. Uma moradora de rua solitária. Um passeio por Copacabana. Um fã fervoroso de Clarice Lispector. Um casal em sua primeira viagem. Um lar em guerra. Imersos na elogiada atmosfera da ficção de Chico Buarque, caracterizada pela agudeza da observação e a oposição frequente entre o poético e o cômico, os oito contos que formam este volume conduzem o leitor pela sordidez e o patético da condição humana. Com alusões ocasionais à barbárie do presente, o autor ergue um labirinto de surpresas, em que o sexo, a perversidade, o desalento e o delírio são elementos constitutivos da trama. Em Anos de chumbo, Chico Buarque põe seu conhecido domínio da linguagem a serviço da concisão da forma. O resultado é arrebatador.",978-65-59213-07-8,Ficção,168,978-65-59213-07-8,https://www.publishnews.com.br/estaticos/uploads/2021/10/XlhB391H6LGoQc8ks6FyezC8n8blFA8UImGbnViNrz1PvSJiAuP7FivBl9RMRMHSshAOHRLe5aYtc8Rp.jpg
É assim que acaba,Colleen Hoover,Galera Record,"Em É assim que acaba, Colleen Hoover nos apresenta Lily, uma jovem que se mudou de uma cidadezinha do Maine para Boston, se formou em marketing e abriu a própria floricultura. E é em um dos terraços de Boston que ela conhece Ryle, um neurocirurgião confiante, teimoso e talvez até um pouco arrogante, com uma grande aversão a relacionamentos, mas que se sente muito atraído por ela. Quando os dois se apaixonam, Lily se vê no meio de um relacionamento turbulento que não é o que ela esperava. Mas será que ela conseguirá enxergar isso, por mais doloroso que seja?",978-85-01112-51-4,Ficção,368,978-85-01112-51-4,https://www.publishnews.com.br/estaticos/uploads/2021/08/AYH42hiujusD1xdeJuMBfd0xKA2pdPZwK9hCt024trgI1r7mwU2LYHR9PcIQQAmtfAUG6BwIpkvjvOXj.jpg
Tudo é possível,Filipe Iannie,Citadel,"A criação da nossa realidade está conectada a mente. Quando sonhamos e determinamos algo, damos vida a uma realidade palpável. O que sua mente desejar, Deus tem o poder para lhe entregar. Neste livro, o autor fala sobre a importância de ter uma mente treinada e bem preparada, além de explicar como é possível encontrar e desenvolver a energia transformadora que existe em cada um de nós.",978-65-87885-76-6,Autoajuda,192,978-65-87885-76-6,https://www.publishnews.com.br/estaticos/uploads/2021/11/CdrtJSJ380j7zT1enod07NqPJO7SEDsV8KHciNaC2NX6C6jihzN6DWWCEA1IH7LRiMsVh0e68uSZqDU7.jpg
Mentirosos,E. Lockhart,Seguinte,"Na família Sinclair, ninguém é carente, criminoso, viciado ou fracassado. Mas talvez isso seja mentira. Os Sinclair são uma família rica e renomada, que se recusa a admitir que está em decadência e se agarra a todo custo às tradições. Assim, todo ano o patriarca, suas três filhas e seus respectivos filhos passam as férias de verão em sua ilha particular. Cadence - neta primogênita e principal herdeira -, seus primos Johnny e Mirren e o amigo Gat são inseparáveis desde pequenos, e juntos formam um grupo chamado Mentirosos.",978-85-65765-48-0,Infantojuvenil,272,978-85-65765-48-0,https://www.publishnews.com.br/estaticos/uploads/2021/04/FTNKpKOAnh1aBvkNnmZQd94QL7ZpwldC4k4oYTAIg8oL2Qh9MeDQRj9D4RFeOeJlPb7miGPPWJJK9YqF.jpg
Minutos de sabedoria,C. Torres Pastorino,Vozes,,978-85-32604-91-0,Autoajuda,288,978-85-32604-91-0,https://www.publishnews.com.br/estaticos/uploads/2017/01/6gnSUAm6DFE58NI3EWcuqh0xhIt1gj7kmkcftF7UEL07bbBtTqN0fxhUsdeucWAjgBy3CFD6owuPBkGo.jpg
Do mil ao milhão,Thiago Nigro,HarperCollins,"Em seu primeiro livro, Thiago Nigro, criador da plataforma O Primo Rico, ensina aos leitores os três pilares para atingir a independência financeira: gastar bem, investir melhor e ganhar mais. Por meio de dados e de sua própria experiência como investidor e assessor, Nigro mostra que a riqueza é possível para todos – basta estar disposto a aprender e se dedicar.",978-85-95083-27-1,Negócios,192,978-85-95083-27-1,https://www.publishnews.com.br/estaticos/uploads/2018/12/r45liYDuqOHQRJlKyhGi8KtfeXhwsr60hzkrN1xIHmnI8hyJUJfziDKooYi22JQfFTdopHRumlqknJIq.jpg
Os segredos da mente milionária,T. Harv Eker,Sextante,"Se as finanças andam na corda bamba, talvez seja hora de refletir sobre o que T. Harv Eker chama de ""o seu modelo de dinheiro"" – um conjunto de crenças que todos alimentamos desde a infância e que molda o destino financeiro, quase sempre levando para uma situação difícil. Neste livro, Eker mostra como substituir uma mentalidade destrutiva – que o leitor talvez nem perceba que tem – pelos ""arquivos de riqueza"", 17 modos de pensar e agir que distinguem os ricos das demais pessoas. O autor também ensina um método eficiente de administrar o dinheiro. O leitor aprenderá a estabelecer sua remuneração pelos resultados que apresenta e não pelas horas que trabalha. Além disso, saberá como aumentar o seu patrimônio líquido – a verdadeira medida da riqueza.",978-85-75422-39-7,Negócios,176,978-85-75422-39-7,https://www.publishnews.com.br/estaticos/uploads/2015/08/flQqYuiyxm1OThx3kMyaVlegJFP98SPiBIeASQRjroLrR6Sh47nP2JAYg05VAjpOHBktd85lsxQf6PvK.jpg
A vida invisível de Addie LaRue,V. E. Schwab,Galera Record,"França: 1714. Addie LaRue não queria pertencer a ninguém ou a lugar nenhum. Em um momento de desespero, a jovem faz um pacto: a vida eterna, sob a condição de ser esquecida por quem a conhecer. Um piscar de olhos, e, como um sopro, Addie se vai. Uma virada de costas, e sua existência se dissipa na memória de todos. rezentos anos depois, em uma livraria, um acontecimento inesperado: Addie LaRue esbarra com um rapaz. Ele enuncia cinco palavras. Cinco palavras capazes de colocar a vida que conhecia abaixo: Eu me lembro de você. Uma jornada inspirada no mito faustiano sobre busca e perda, eternidade e finitude e, acima de tudo, uma questão: até onde se vai para alcançar a liberdade?",978-65-55872-55-2,Infantojuvenil,504,978-65-55872-55-2,https://www.publishnews.com.br/estaticos/uploads/2021/10/HFbOVLYuL41IjbNOaFcApO3LuzeyMu3UluZvgEu5E3Fe7ZfOGFq69oWaZyWfJDxRr8cRMvtbv6zzZU1M.jpg
Mindset milionário,José Roberto Marques,Buzz,"Tudo começa na mente, inclusive a riqueza material, por isso, para enriquecer, você precisa dos padrões mentais adequados! Toda a riqueza que você busca já existe e está disponível no mundo. Porque uns alcançam e outros não? Quer entender esses segredos? Ao longo de sua vida, você aprendeu, muitas vezes por meio de exemplos, a ter certas atitudes e crenças a respeito do mundo e de si mesmo. O que talvez ninguém tenha lhe contado é que grande parte do que pensamos sobre o dinheiro e o modo como lidamos com ele é herdada de nossos familiares. São crenças que podem dificultar nosso acesso, gestão e multiplicação das riquezas, inclusive a material.",978-65-89623-15-1,Negócios,208,978-65-89623-15-1,https://www.publishnews.com.br/estaticos/uploads/2021/10/R8pXwcL6E6fX00i1S653vmpE8gu3enTw4czIJOhANEyroCyevKhiEK4dRp4FuuBHWfeXzxf88cQB9eJr.jpg
O poder da autorresponsabilidade,Paulo Vieira,Gente,"Muitas pessoas têm consciência de que precisam assumir as rédeas da própria vida, porém não sabem como fazer isso na prática. Este livro traz ao leitor o conceito de autorresponsabilidade. Trata-se de um manual que apresenta a metodologia das 6 leis para a conquista da autorresponsabilidade, de modo que o leitor assuma o comando de sua vida. Aplicando esse conceito, você será capaz de levar alta performance à vida pessoal e profissional, saindo de um estado não satisfatório para uma vida de abundância e de sucesso.",978-85-45202-21-9,Negócios,160,978-85-45202-21-9,https://www.publishnews.com.br/estaticos/uploads/2018/01/AbONUvGHIy8HqrjYtdB2BOvF323DYdrgEvQi5dXk3D2hpJSKrKjjyjUQLgpgG2lP4SxZG1AzKZHegCzT.jpg
Nas pegadas da alemoa,Ilko Minev,Buzz,"E tinha muito mais: atônitos, descobrimos que nos arquivos federais em Berlim está guardado um documento antes secreto, com o título “Guayana-Projekt”, no qual o especialista em Amazônia e Untersturmführer da SS, Schulz-Kampfhenkel, recomenda explicitamente a invasão e a conquista da Guiana Francesa. Para ele, não era aceitável que a Inglaterra tivesse a Guiana, com sua capital Georgetown; que a Holanda fosse dona do Suriname; nem que os franceses possuíssem a Guiana Francesa, com sua capital Caiena, enquanto a Alemanha não tinha nenhuma base naquela região tão estratégica e rica em minerais. “A tomada das Guianas é uma questão de primeira importância por razões político-estratégicas e coloniais”, afirma ele. Em carta ao Reichsführer da SS, Heinrich Himmler, de 26 de abril 1940, Kampfhenkel dá ainda a receita para a fácil conquista daqueles territórios: a aliança com os indígenas e o aproveitamento das boas relações com o Brasil, cujo presidente, Getúlio Vargas, segundo ele, seria admirador de Hitler e de Mussolini.",978-65-86077-89-6,Ficção,176,978-65-86077-89-6,https://www.publishnews.com.br/estaticos/uploads/2021/12/oxPbUniy9OY7iqE8eJzaZe2lwEqJSWQ7rgfrB0dtxR1PsflR8aNxgDnRfyLB3k5hPLGNphEVz5btx569.jpg
Os sete maridos de Evelyn Hugo,Taylor Jenkins Reid,Paralela,"Evelyn Hugo sempre esteve sob os holofotes - seja estrelando uma produção vencedora do Oscar, protagonizando algum escândalo ou aparecendo com um novo marido… pela sétima vez. Agora, prestes a completar oitenta anos e reclusa em seu apartamento no Upper East Side, a famigerada atriz decide contar a própria história - ou sua “verdadeira história” -, mas com uma condição: que Monique Grant, jornalista iniciante e até então desconhecida, seja a entrevistadora. Ao embarcar nessa misteriosa empreitada, a jovem repórter começa a se dar conta de que nada é por acaso - e que suas trajetórias podem estar profunda e irreversivelmente conectadas. 
",978-85-84391-50-9,Ficção,360,978-85-84391-50-9,https://www.publishnews.com.br/estaticos/uploads/2020/09/2bPJukvai2GX2aFutD1qWP1OmwFX6v98fhUXOn7wylKXPceFoQxt55tzYhfQFaitjflpGkSSaQzVZ18k.jpg
Torto arado,Itamar Vieira Junior,Todavia,"Nas profundezas do sertão baiano, as irmãs Bibiana e Belonísia encontram uma velha e misteriosa faca na mala guardada sob a cama da avó. Ocorre então um acidente. E para sempre suas vidas estarão ligadas — a ponto de uma precisar ser a voz da outra. Numa trama conduzida com maestria e com uma prosa melodiosa, o romance conta uma história de vida e morte, de combate e redenção.",978-65-80309-31-3,Ficção,264,978-65-80309-31-3,https://www.publishnews.com.br/estaticos/uploads/2020/12/mAfckVkdsHEvlztqX5ThJBoeY5EpIQ8yhfh9Vfk3amwg7OxAwHgHT7hSUDvgtIOWiRDU7QYJwcnKAplz.jpg
Amor & gelato,Jenna Evans Welch,Intrínseca,"Um verão na Itália, uma antiga história de amor e um segredo de família. Depois da morte da mãe, Lina fica com a missão de realizar um último pedido: ir até a Itália para conhecer o pai. Do dia para a noite, ela se vê na famosa paisagem da Toscana, morando em uma casa localizada no mesmo terreno de um cemitério memorial de soldados americanos da Segunda Guerra Mundial, com um homem que nunca tinha ouvido falar. Apesar das belezas arquitetônicas, da história da cidade e das comidas maravilhosas, o que Lina mais quer é ir embora correndo dali. Mas as coisas começam a mudar quando ela recebe um antigo diário da mãe. Nele, a menina embarca em uma misteriosa história de amor, que pode explicar suas próprias origens.",978-85-51002-34-6,Ficção,320,978-85-51002-34-6,https://www.publishnews.com.br/estaticos/uploads/2021/04/7UAARrPReZ5vPtZZ0Qt3taq5HPZyfTCJBQsnxc0x7R3lPSQHdocPPoLDRhoWIqglf9grbBfXL6xgo25d.jpg
Lula - Volume 1,Fernando Morais,Companhia das Letras,"Para além de juízos ou paixões, Lula está entre as maiores figuras políticas da história brasileira. Único presidente do país com origens operárias, e campo magnético de um partido profundamente original em suas raízes, exerceu o poder carismático e a influência de modo mais duradouro que qualquer outro homem público no período republicano, salvo talvez Getúlio Vargas – com quem também compartilha a virulência dos adversários. Em narrativa que faz uso de recuos e avanços cronológicos para manter um ritmo eletrizante, neste primeiro volume Morais vai da infância de Lula até o anulamento de suas condenações, em 2021 — passando pelo novo sindicalismo, as greves do ABC, a fundação do PT e a primeira campanha eleitoral.",978-65-59212-92-7,Não ficção,416,978-65-59212-92-7,https://www.publishnews.com.br/estaticos/uploads/2021/11/LXPmFidEsCchx8cQ1UwtZOsp68ushE9SjTUr0p6k64J292Bg60EMC35XoOYm67bZA60Gs9HzyzyJNKgT.jpg
